Core_power_sum(W),CPU_power(W),CPU_usage(%),Time(s)
116.475,154.352,55,891.912494
113.905,151.274,54,892.91351
113.009,150.775,54,893.914392
116.846,154.74,55,894.915269
132.45,168.962,63,895.916079
133.52,169.89,64,896.916981
133.705,170.667,63,897.917992
114.665,152.114,54,898.918935
117.682,155.27,55,899.919893
105.869,143.216,51,900.920813
108.019,145.135,50,901.921694
115.475,153.566,57,902.922635
133.747,169.336,64,903.923489
136.241,171.3,66,904.924295
133.715,170.168,63,905.927828
122.688,160.646,57,906.928857
106.078,142.67,50,907.929765
103.283,140.363,46,908.930728
108.046,144.849,51,909.931606
117.873,156.141,56,910.932599
133.453,169.986,63,911.93359
139.515,172.566,69,912.934498
133.521,169.197,64,913.935425
125.957,163.82,58,914.936319
116.021,153.604,54,915.937286
109.728,146.926,50,916.938257
114.624,151.628,53,917.939221
120.963,159.467,58,918.940182
126.571,163.816,60,919.941138
137.63,172.273,66,920.942101
135.605,170.746,65,921.943029
130.651,167.289,61,922.943941
107.789,145.046,50,923.944904
96.5863,133.129,42,924.945776
109.263,145.775,50,925.946582
127.077,165.112,60,926.947437
129.864,166.637,62,927.948421
138.953,173.27,68,928.949301
137.428,171.814,68,929.950103
121.71,157.866,56,930.950974
108.89,146.144,50,931.951945
96.6978,133.326,42,932.95293
115.846,152.463,55,933.953844
123.999,161.334,57,934.954723
136.186,171.788,67,935.955633
139.057,173.631,70,936.956612
138.79,172.513,69,937.957586
132.749,169.326,65,938.958467
130.437,167.894,62,939.959314
112.821,150.619,54,940.960105
119.224,155.938,57,941.960984
132.487,167.877,62,942.961872
116.7,154.613,56,943.962748
128.558,165.399,62,944.96358
139.136,173.606,67,945.964442
128.721,165.481,61,946.965323
122.549,159.939,56,947.966171
113.65,151.145,54,948.967114
122.459,158.582,58,949.96796
121.178,158.874,57,950.968902
112.829,150.075,53,951.969816
132.166,168.63,62,952.970765
139.416,173.44,68,953.971625
127.34,163.211,60,954.97266
119.432,157.222,55,955.97358
107.017,143.73,49,956.974505
121.43,158.066,57,957.975392
120.761,158.187,57,958.976303
121.252,159.074,57,959.977348
132.601,168.893,63,960.978273
139.693,173.433,67,961.979126
125.693,162.087,59,962.980073
111.984,149.687,52,963.981083
105.544,141.78,47,964.98202
120.53,158.045,57,965.982967
115.757,153.566,54,966.983908
122.183,159.3,59,967.984899
136.46,171.773,65,968.985832
134.318,169.976,64,969.986766
128.452,165.31,60,970.990102
114.581,151.955,54,971.991057
110.682,146.989,51,972.991822
114.562,151.463,54,973.992672
113.071,150.867,54,974.993476
123.059,160.426,58,975.99423
136.84,171.505,65,976.995118
134.242,170.258,63,977.996002
123.836,161.193,58,978.996884
110.598,148.398,52,979.997782
109.517,146.166,51,980.998737
122.276,159.368,57,981.999717
110.976,148.938,52,983.00065
124.045,161.109,60,984.001609
139.167,173.555,67,985.002541
134.383,169.359,64,986.003441
127.689,164.743,60,987.004352
114.416,152.183,54,988.005312
113.095,150.571,52,989.006142
118.445,155.163,56,990.007047
114.424,152.568,53,991.007858
126.427,163.461,60,992.008629
139.316,173.408,67,993.009455
135.743,170.776,65,994.010888
128.195,165.505,59,995.011695
115.879,153.768,52,996.012519
107.782,144.331,49,997.013397
124.689,161.609,57,998.014192
106.707,144.079,48,999.015049
126.495,163.302,60,1000.016069
137.326,171.849,66,1001.017079
134.021,169.75,65,1002.017916
125.625,163.081,58,1003.018767
113.801,151.867,54,1004.019601
112.447,149.579,52,1005.020511
122.907,159.848,58,1006.021376
117.034,155.009,54,1007.022319
127.595,163.933,60,1008.023223
139.522,173.116,67,1009.024092
133.324,169.115,64,1010.025013
126.755,163.964,59,1011.026005
109.414,147.316,50,1012.026934
105.66,141.92,50,1013.027823
120.687,158.423,57,1014.028739
114.063,151.529,51,1015.029649
133.814,169.565,63,1016.030543
139.396,172.908,68,1017.031435
135.626,171.153,65,1018.032209
127.787,164.592,59,1019.033021
113.152,150.941,53,1020.033811
107.446,143.254,49,1021.034775
113.136,150.684,51,1022.035657
114.123,150.958,52,1023.036592
133.861,168.703,64,1024.037509
138.889,172.611,66,1025.038474
134.067,169.78,63,1026.039449
120.702,158.436,56,1027.040442
101.458,138.92,46,1028.041309
104.765,139.748,50,1029.042212
111.566,149.188,51,1030.043065
125.141,161.798,58,1031.046488
139.193,173.076,67,1032.04757
139.304,173.307,68,1033.048487
130.663,167.34,62,1034.049309
120.844,158.58,57,1035.050254
104.004,141.078,47,1036.0512
113.43,149.36,52,1037.052108
107.988,145.412,48,1038.053046
128.574,164.264,61,1039.054061
139.241,173.317,66,1040.055035
136.299,170.896,65,1041.055901
127.576,164.438,60,1042.056846
118.736,156.241,55,1043.057716
100.395,136.643,45,1044.058654
112.418,149.558,52,1045.059611
107.232,143.257,48,1046.060522
137.524,171.176,68,1047.061295
139.415,172.391,71,1048.062162
136.299,171.121,68,1049.063098
139.422,172.436,69,1050.063962
135.743,172.177,65,1051.064829
129.795,165.448,64,1052.065613
117.712,154.566,54,1053.066528
112.605,148.509,52,1054.06751
101.32,136.561,43,1055.06849
111.085,147.076,54,1056.069329
114.482,150.998,55,1057.070154
111.92,148.032,54,1058.071047
103.493,139.02,48,1059.071956
106.189,141.555,51,1060.072871
101.822,137.517,47,1061.07382
112.012,147.721,51,1062.074727
108.322,144.245,49,1063.075637
116.939,153.353,56,1064.076555
111.342,147.338,56,1065.077417
109.257,145.056,53,1066.078264
109.22,145.184,53,1067.079232
114.666,150.72,53,1068.080073
110.402,146.607,50,1069.080908
110.674,146.353,52,1070.081811
114.481,150.432,53,1071.082715
108.878,144.53,51,1072.083605
121.201,157.684,59,1073.084531
117.226,153.421,55,1074.085431
107.74,142.935,48,1075.086313
96.982,131.506,41,1076.08722
106.623,141.636,49,1077.08814
107.618,142.856,49,1078.089131
110.744,146.744,51,1079.090004
117.989,154.016,56,1080.09089
125.692,162.538,60,1081.091781
123.092,159.734,57,1082.092664
110.211,145.617,50,1083.093567
100.916,135.886,44,1084.094474
95.5631,129.758,41,1085.095387
113.417,148.601,52,1086.096307
109.37,144.966,50,1087.097255
116.938,152.92,56,1088.098197
122.82,159.459,58,1089.099107
118.436,154.567,55,1090.099976
112.903,148.786,52,1091.100905
110.533,145.884,51,1092.101838
98.8468,133.36,43,1093.102752
99.0408,133.868,40,1094.103705
117.568,153.266,56,1095.104519
123.376,159.966,59,1096.105374
118.701,155.16,59,1097.106345
119.392,155.826,59,1098.107281
112.907,148.932,53,1099.108195
110.227,145.56,51,1100.109196
90.9898,124.925,36,1101.110177
92.3255,126.164,38,1102.111048
112.878,148.297,52,1103.111983
126.082,162.953,61,1104.112866
122.718,159.481,60,1105.113728
123.298,160.132,59,1106.114624
123.63,160.564,59,1107.115544
105.83,141.051,49,1108.116444
96.6534,130.787,40,1109.117237
78.6763,112.047,28,1110.117994
116.23,151.823,53,1111.121278
124.31,161.162,59,1112.122163
124.845,161.681,60,1113.12297
125.057,161.885,58,1114.123831
118.644,155.022,55,1115.124804
110.035,145.411,50,1116.125663
92.6852,125.63,38,1117.126494
69.3819,101.099,21,1118.127308
-65447.4,121.019,36,1119.128176
106.331,140.321,48,1120.129205
105.946,139.824,46,1121.130155
105.986,139.873,46,1122.131019
106.417,140.412,46,1123.131961
96.2083,129.396,40,1124.132844
79.845,111.971,29,1125.133643
88.9396,121.44,34,1126.13457
103.553,137.185,47,1127.135482
107.992,142.242,51,1128.136345
109.275,143.363,51,1129.137255
108.789,142.833,49,1130.138179
104.993,138.823,45,1131.139101
101.163,134.552,44,1132.139913
81.2998,113.596,30,1133.14079
86.7868,118.672,33,1134.141667
92.0077,124.517,37,1135.142585
105.656,139.125,47,1136.143365
106.72,140.378,47,1137.144131
105.918,139.807,47,1138.144978
104.978,138.883,47,1139.14589
97.2576,130.364,41,1140.146769
80.8139,112.971,30,1141.147629
89.3572,121.937,36,1142.14853
98.0366,131.119,42,1143.149374
106.116,140.032,49,1144.150257
109.11,143.031,50,1145.151098
108.724,142.622,49,1146.151991
103.835,137.545,46,1147.15288
102.502,135.771,45,1148.153747
87.1587,119.731,33,1149.154646
93.2239,125.564,39,1150.155459
87.2007,119.753,34,1151.156344
90.4682,122.803,36,1152.157246
108.59,142.206,49,1153.158125
109.482,143.289,49,1154.159059
103.502,136.978,46,1155.160072
101.823,135.061,44,1156.160991
89.1632,121.642,35,1157.161909
100.209,133.373,44,1158.162753
103.316,136.541,46,1159.163565
89.6717,122.449,34,1160.164354
104.029,137.206,46,1161.165254
109.652,143.406,49,1162.166136
105.577,139.138,45,1163.167055
99.1621,131.996,40,1164.167927
88.405,120.751,34,1165.168852
93.0813,125.506,38,1166.169725
98.7243,131.388,42,1167.170579
86.8603,119.281,33,1168.171449
98.2472,130.739,42,1169.172361
108.359,141.864,47,1170.173319
101.37,134.431,42,1171.174246
97.4,130.212,41,1172.175204
94.1042,126.601,39,1173.176045
94.0064,126.525,40,1174.176897
92.2649,124.685,39,1175.177756
85.1304,116.107,31,1176.178645
85.9825,116.929,31,1177.179472
86.2078,117.288,30,1178.180272
77.5072,107.835,26,1179.181141
66.7106,96.9776,18,1180.182194
69.7188,99.5307,21,1181.183042
85.594,116.6,31,1182.183927
85.9802,116.935,30,1183.184922
86.6473,117.65,31,1184.185923
84.9325,115.769,31,1185.186815
74.2056,104.72,26,1186.187626
74.595,104.708,26,1187.188531
68.0704,98.0463,21,1188.189319
82.4032,112.906,30,1189.19021
86.0458,116.884,33,1190.191045
86.6082,117.413,33,1191.191815
85.9785,116.326,33,1192.19264
86.1318,116.467,34,1193.193488
86.0693,116.449,33,1194.194404
74.5796,104.137,26,1195.19532
60.9729,90.528,17,1196.196607
72.8557,102.238,26,1197.197566
85.3478,115.679,33,1198.198379
85.9431,116.319,33,1199.199229
85.7883,116.082,33,1200.200053
85.2778,115.526,33,1201.20104
85.774,116.13,33,1202.201989
75.5559,105.21,27,1203.202958
65.3936,95.0426,20,1204.203953
68.2407,97.5469,23,1205.204901
76.475,106.414,28,1206.205745
82.4892,112.673,30,1207.206597
81.7068,111.847,30,1208.207465
81.1641,111.272,30,1209.2083
81.2328,111.33,30,1210.209183
70.8925,100.297,23,1211.210149
62.475,91.8948,16,1212.211033
71.4102,100.557,24,1213.211799
80.6558,110.693,30,1214.212646
79.957,110.013,29,1215.213487
81.2891,111.482,30,1216.214366
80.314,110.402,29,1217.215308
72.0318,101.523,24,1218.216247
65.6606,95.1566,19,1219.217267
74.8924,104.305,26,1220.218137
85.2026,115.357,34,1221.219127
84.682,114.924,33,1222.220048
80.4121,110.501,29,1223.220895
80.9189,110.982,29,1224.221693
81.5827,111.79,30,1225.222457
71.2444,100.777,23,1226.223252
62.2742,91.9317,16,1227.224333
72.832,102.151,24,1228.225266
81.492,111.66,30,1229.226155
81.8664,112.142,30,1230.22693
81.5179,111.752,29,1231.227839
82.0822,112.351,29,1232.228832
72.5324,102.072,24,1233.229646
64.9148,94.3699,19,1234.230528
75.3335,104.783,26,1235.231284
85.8062,116.059,33,1236.232105
85.109,115.289,34,1237.232985
85.695,115.959,33,1238.233852
85.1835,115.415,33,1239.234693
84.7935,115.02,33,1240.23555
75.639,105.479,29,1241.236495
74.3703,103.868,27,1242.23753
58.9163,88.1038,16,1243.238505
77.9301,107.709,30,1244.23944
83.4423,113.619,33,1245.24036
82.9137,113.147,33,1246.241308
83.6701,113.92,33,1247.242175
84.1991,114.437,33,1248.243077
81.8608,111.892,31,1249.243932
73.3437,102.709,27,1250.244824
62.5683,91.8082,18,1251.24572
76.6139,106.121,28,1252.24662
81.299,111.272,31,1253.247539
81.1518,111.215,31,1254.248496
80.4532,110.494,31,1255.249455
80.2175,110.285,30,1256.250458
72.7094,102.285,26,1257.251338
70.1276,99.409,24,1258.252095
55.2677,84.3706,15,1259.252904
75.3352,104.631,27,1260.253751
80.3392,110.146,31,1261.254639
81.2701,111.18,30,1262.255449
80.6709,110.59,31,1263.256338
79.918,109.749,30,1264.257306
71.3305,100.523,26,1265.25822
62.0376,91.2019,19,1266.259589
73.5012,102.763,27,1267.260515
83.9759,114.081,34,1268.261444
81.375,-65424.6,32,1269.262277
78.4081,108.347,30,1270.263054
78.9765,108.9,29,1271.263954
80.0328,109.966,30,1272.264826
67.8186,96.8795,23,1273.265741
60.4807,89.6316,16,1274.266634
71.3597,100.514,24,1275.267442
78.8868,108.786,30,1276.268348
79.0192,108.762,30,1277.269323
78.7225,108.581,29,1278.270244
79.0832,109.022,29,1279.271109
70.586,99.9192,24,1280.27199
60.8276,90.7576,20,1281.273096
44.9521,75.8916,12,1282.274103
50.4813,79.6223,12,1283.275418
52.3116,81.4144,12,1284.276687
54.1994,83.3361,12,1285.27772
52.4231,81.4962,12,1286.279068
52.8409,81.8419,12,1287.280225
51.9716,80.9027,12,1288.28165
70.5868,99.246,31,1289.282894
56.5546,85.588,15,1290.283792
89.7093,120.097,41,1291.284708
86.9327,117.299,39,1292.285661
86.4826,116.878,40,1293.286599
87.0603,117.455,39,1294.287449
86.6244,117.075,38,1295.28837
86.6456,117.114,39,1296.28932
87.2089,117.575,39,1297.290266
85.4559,115.867,38,1298.291113
65.6359,94.6512,23,1299.291979
74.2318,103.689,28,1300.292928
77.3132,106.671,30,1301.29387
77.2748,106.683,30,1302.294752
76.8018,106.104,30,1303.295539
76.5451,105.938,30,1304.296402
77.3662,106.799,29,1305.29741
77.8738,107.282,30,1306.298303
77.4057,106.747,29,1307.299146
64.689,93.7147,22,1308.300006
78.8264,108.449,31,1309.300876
77.2657,106.624,29,1310.301672
77.0995,106.512,30,1311.30268
77.3943,106.766,29,1312.303585
73.5647,102.932,28,1313.304554
76.7124,106.105,29,1314.305406
76.9385,106.327,30,1315.306172
75.3159,104.562,29,1316.307004
66.1046,95.044,25,1317.307836
76.6812,106.042,31,1318.308782
75.4385,104.66,29,1319.309688
76.6022,105.818,30,1320.310566
75.2479,104.427,30,1321.311516
75.857,105.108,29,1322.312446
75.8054,105.025,30,1323.313335
74.5747,103.632,30,1324.314183
69.4629,98.3225,26,1325.315037
74.0992,103.5,31,1326.315821
73.0443,102.051,28,1327.31666
76.3509,105.479,29,1328.317429
77.7065,106.976,30,1329.318162
76.817,106.17,29,1330.318913
77.5865,106.92,29,1331.319684
77.1222,106.403,30,1332.320509
76.1775,105.391,29,1333.321402
66.4082,95.1991,22,1334.322369
76.3151,105.917,32,1335.323179
77.38,106.56,30,1336.323993
77.1045,106.313,29,1337.32489
77.5932,106.917,30,1338.325731
75.9732,105.125,30,1339.326588
76.2995,105.55,29,1340.327484
77.6495,106.935,30,1341.328395
76.1105,105.32,29,1342.329256
62.4588,91.0095,20,1343.330195
79.8929,109.626,35,1344.331034
76.5935,105.805,29,1345.331985
77.3999,106.723,30,1346.332858
76.1944,105.402,29,1347.333688
77.5278,106.881,30,1348.334555
76.8723,106.117,30,1349.33541
76.3494,105.661,29,1350.336447
77.3505,106.603,30,1351.337388
59.4296,87.8748,18,1352.338404
82.6321,112.434,36,1353.339308
76.7308,105.954,29,1354.340187
76.8229,106.039,30,1355.341108
76.324,105.511,29,1356.344197
76.3434,105.5,29,1357.345065
77.0332,106.282,30,1358.345918
76.0787,105.302,28,1359.346736
76.9427,106.16,30,1360.347557
56.4774,84.7156,17,1361.348569
84.5466,114.507,37,1362.349491
76.8854,106.063,30,1363.350308
76.4986,105.683,30,1364.35113
76.9673,106.177,30,1365.351882
76.592,105.942,30,1366.352673
76.5258,105.725,30,1367.353559
77.0037,106.287,30,1368.354403
76.7952,105.976,30,1369.355239
58.2574,86.6059,18,1370.356105
83.8202,113.738,36,1371.357007
76.422,105.539,29,1372.357843
76.5287,105.734,30,1373.358641
76.7703,105.918,29,1374.359376
78.1335,107.517,29,1375.360118
78.1167,107.546,30,1376.36091
77.6082,107.018,29,1377.361757
79.2453,108.755,29,1378.362672
61.0771,89.9698,20,1379.363562
71.0343,100.868,26,1380.364535
58.0977,86.7149,17,1381.365455
39.6393,69.2194,12,1382.36681
,,,
,-11977.065,,
