Core0_Power(W), Core1_Power(W), Core2_Power(W), Core3_Power(W), Core4_Power(W), Core5_Power(W), Core6_Power(W), Core7_Power(W), Core8_Power(W), Core9_Power(W), Core10_Power(W), Core11_Power(W), Core12_Power(W), Core13_Power(W), Core14_Power(W), Core15_Power(W), Core_power_sum(W), CPU_power(W), CPU_usage(%), Time(s)
4.65901, 5.25424, 4.72511, 4.29941, 4.7417, 4.82172, 5.11868, 5.1873, 5.29237, 6.32964, 5.88449, 4.79544, 5.09602, 5.64284, 5.03418, 5.23016, 82.1123, 120.278, 40.000000, 177.181286
3.99832, 4.3031, 3.76866, 4.45076, 3.8286, 4.03595, 4.15311, 3.88483, 5.45285, 4.66858, 4.13257, 3.97736, 5.21921, 4.7422, 4.83929, 5.02129, 70.4767, 108.036, 32.000000, 178.182308
5.20941, 5.07117, 5.56166, 5.16161, 5.02719, 5.48505, 5.48041, 6.14612, 7.38988, 5.5047, 6.98737, 5.50995, 6.43906, 6.3757, 5.83656, 6.11641, 93.3022, 131.032, 46.000000, 179.183347
4.50876, 4.21956, 4.442, 4.39316, 5.10291, 4.77972, 5.73967, 4.93761, 6.16458, 5.24176, 6.72775, 4.64641, 6.10686, 5.78308, 5.84587, 5.33107, 83.9708, 121.919, 40.000000, 180.184342
5.27565, 4.58795, 5.19737, 5.98196, 4.34264, 4.50049, 5.37625, 4.80879, 4.22878, 6.6647, 4.48383, 4.64011, 4.43478, 4.89749, 4.66994, 4.58153, 78.6723, 116.656, 39.000000, 181.185343
6.24512, 6.64713, 6.86618, 6.07332, 5.6156, 5.54185, 5.24471, 5.00848, 6.56334, 5.6637, 5.62653, 5.58379, 5.36841, 5.62347, 5.81757, 5.53252, 93.0217, 131.024, 46.000000, 182.186351
5.08945, 6.48888, 4.98573, 4.87488, 5.77702, 6.0033, 5.1877, 5.00868, 5.21539, 4.90736, 4.90561, 5.03761, 6.08813, 5.87128, 5.9319, 5.95122, 87.3241, 125.209, 44.000000, 183.187274
4.93349, 5.02502, 4.89676, 5.21877, 5.20712, 6.12979, 5.55241, 5.39076, 4.97754, 5.2876, 4.37817, 5.0217, 5.71776, 5.19319, 6.10989, 6.08171, 85.1217, 123.103, 42.000000, 184.188240
4.65997, 4.7957, 4.70909, 5.14632, 3.92754, 4.81508, 4.0051, 4.15773, 4.67162, 5.76764, 4.57585, 4.70351, 5.4417, 4.99782, 4.74568, 4.81549, 75.9358, 113.614, 36.000000, 185.189270
6.74434, 5.34698, 4.40294, 6.16017, 4.5567, 3.61061, 3.77522, 4.08438, 4.42111, 4.0723, 3.59967, 4.67552, 4.69579, 4.17009, 4.57491, 4.27895, 73.1697, 110.491, 34.000000, 186.190220
6.87341, 6.67154, 5.23022, 5.98065, 5.37733, 5.47786, 5.28781, 5.84428, 5.64186, 5.2412, 4.94182, 6.68622, 5.11284, 5.27185, 5.2646, 5.56584, 90.4693, 127.963, 43.000000, 187.191162
6.3627, 6.48444, 6.07779, 6.30295, 6.48267, 6.7045, 6.0746, 6.24263, 6.39592, 6.09921, 6.33702, 5.96587, 6.64296, 6.50861, 6.55122, 6.57307, 101.806, 140.078, 53.000000, 188.192294
6.77293, 7.42038, 6.53381, 6.38493, 5.71675, 5.7607, 5.33191, 6.08966, 5.72264, 6.1925, 5.78809, 5.48383, 5.55469, 5.7594, 5.45212, 5.78885, 95.7532, 134.651, 49.000000, 189.193209
6.19664, 5.76141, 5.73985, 5.89346, 6.06599, 6.06001, 6.2809, 5.79338, 5.83409, 5.9005, 5.24945, 5.33656, 6.12755, 6.41754, 6.03323, 5.75555, 94.4461, 133.366, 49.000000, 190.194181
5.55925, 5.8102, 5.48024, 6.26414, 6.0724, 5.979, 5.69136, 5.17924, 5.63997, 5.85895, 5.29253, 5.38962, 5.39532, 6.60196, 5.82402, 5.47342, 91.5116, 130.124, 46.000000, 191.195129
5.07642, 5.61035, 5.59641, 5.7977, 6.44258, 5.98633, 6.17075, 5.64583, 4.92322, 5.02736, 5.13066, 5.33394, 5.49269, 5.35072, 4.96634, 5.08629, 87.6376, 126.14, 45.000000, 192.196004
