Core0_Power(W), Core1_Power(W), Core2_Power(W), Core3_Power(W), Core4_Power(W), Core5_Power(W), Core6_Power(W), Core7_Power(W), Core8_Power(W), Core9_Power(W), Core10_Power(W), Core11_Power(W), Core12_Power(W), Core13_Power(W), Core14_Power(W), Core15_Power(W), Core_power_sum(W), CPU_power(W), CPU_usage(%), Time(s)
2.91254, 3.30086, 2.46834, 2.47186, 4.1487, 2.94191, 2.77844, 2.77538, 3.09006, 2.92241, 3.35428, 2.72719, 3.21423, 3.48042, 2.98827, 3.37822, 48.9531, 81.8176, 20.000000, 219.214755
2.77635, 3.13242, 2.91414, 3.1642, 2.64838, 1.80821, 2.43129, 3.13547, 2.71227, 3.11525, 3.34181, 3.15945, 3.3233, 3.20749, 3.92064, 3.47446, 48.2651, 81.1403, 20.000000, 220.215658
3.40361, 3.10822, 3.72638, 3.24277, 2.07979, 6.976, 1.57462, 1.58357, 3.05441, 3.18523, 3.11423, 3.41937, 2.91312, 3.03642, 3.21359, 3.07025, 50.7016, 82.6688, 20.000000, 221.216743
3.77003, 2.89302, 3.53127, 2.99496, 3.44914, 2.91951, 3.85823, 2.81313, 3.38461, 3.9687, 3.28612, 3.40285, 3.90977, 3.60928, 3.4778, 3.54625, 54.8147, 87.0504, 26.000000, 222.217826
2.08176, 3.03166, 2.50714, 1.79942, 2.91644, 3.24316, 3.16026, 2.40436, 2.24054, 1.92198, 1.53128, 1.77734, 3.35313, 2.76985, 3.05348, 2.84969, 40.6415, 73.2226, 17.000000, 223.218839
2.97318, 3.48297, 3.52199, 3.45932, 3.44304, 3.91803, 3.45114, 3.38725, 3.7431, 3.2966, 3.40944, 3.0899, 3.75577, 3.55653, 3.74019, 3.62773, 55.8562, 88.1277, 26.000000, 224.219891
2.46883, 2.99376, 2.33441, 2.04376, 3.41121, 2.45314, 2.84021, 2.231, 2.1461, 1.80609, 2.5529, 2.97581, 2.19217, 2.77472, 2.95096, 2.47237, 40.6474, 73.2249, 16.000000, 225.220877
2.08954, 1.97636, 1.94922, 2.51746, 2.71384, 2.98747, 2.58156, 2.57207, 2.4465, 2.29889, 2.71698, 2.95511, 2.33435, 2.94429, 3.0433, 2.56667, 40.6936, 73.1767, 15.000000, 226.221840
1.64731, 2.88518, 2.99667, 2.1129, 3.5889, 2.63116, 2.60254, 6.04842, 2.39096, 3.34779, 2.41072, 2.11755, 3.18484, 2.66121, 2.15335, 2.49919, 45.2787, 76.6999, 18.000000, 227.222886
3.25536, 3.48442, 3.963, 4.04926, 3.43443, 3.96696, 3.79881, 3.48344, 3.14713, 3.60181, 3.15486, 3.99139, 3.02692, 3.74432, 3.07292, 3.54333, 56.7184, 89.516, 27.000000, 228.223837
