Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
07:06:14.555099, 2, 0, 0, 1/11019, 2.444/250.0, 41, 300
07:06:14.558767, 3, 0, 0, 99/11016, 24.319/250.0, 48, 300
07:06:15.562487, 0, 39, 6, 8377/11019, 107.85900000000001/250.0, 67, 1845
07:06:15.565439, 1, 0, 0, 1/11019, 19.275000000000002/250.0, 40, 300
07:06:15.568463, 2, 0, 0, 1/11019, 2.867/250.0, 41, 300
07:06:15.571887, 3, 0, 0, 99/11016, 24.339000000000002/250.0, 48, 300
07:06:16.575257, 0, 63, 9, 8377/11019, 94.794/250.0, 66, 1845
07:06:16.578059, 1, 0, 0, 1/11019, 19.379/250.0, 40, 300
07:06:16.581065, 2, 0, 0, 1/11019, 2.416/250.0, 41, 300
07:06:16.583778, 3, 0, 0, 99/11016, 24.731/250.0, 48, 300
07:06:17.587237, 0, 35, 14, 8377/11019, 129.27/250.0, 67, 1845
07:06:17.590188, 1, 0, 0, 1/11019, 19.428/250.0, 40, 300
07:06:17.593326, 2, 0, 0, 1/11019, 3.3200000000000003/250.0, 41, 300
07:06:17.596094, 3, 0, 0, 99/11016, 24.074/250.0, 48, 300
07:06:18.599587, 0, 74, 33, 8377/11019, 125.607/250.0, 67, 1845
07:06:18.602389, 1, 0, 0, 1/11019, 19.532/250.0, 40, 300
07:06:18.607321, 2, 0, 0, 1/11019, 3.841/250.0, 41, 300
07:06:18.611367, 3, 0, 0, 99/11016, 24.369/250.0, 48, 300
07:06:19.618371, 0, 69, 18, 8377/11019, 125.702/250.0, 67, 1845
07:06:19.621177, 1, 0, 0, 1/11019, 19.329/250.0, 40, 300
07:06:19.624377, 2, 0, 0, 1/11019, 3.456/250.0, 41, 300
07:06:19.627751, 3, 0, 0, 99/11016, 24.252/250.0, 48, 300
07:06:20.631181, 0, 70, 19, 8377/11019, 125.394/250.0, 67, 1845
07:06:20.633915, 1, 0, 0, 1/11019, 19.252/250.0, 40, 300
07:06:20.636933, 2, 0, 0, 1/11019, 3.129/250.0, 41, 300
07:06:20.639551, 3, 0, 0, 99/11016, 24.357/250.0, 48, 300
07:06:21.643060, 0, 70, 18, 8377/11019, 123.565/250.0, 67, 1845
07:06:21.647586, 1, 0, 0, 1/11019, 19.207/250.0, 40, 300
07:06:21.650656, 2, 0, 0, 1/11019, 3.291/250.0, 41, 300
07:06:21.653300, 3, 0, 0, 99/11016, 24.036/250.0, 48, 300
07:06:22.655602, 0, 70, 18, 8377/11019, 120.682/250.0, 67, 1845
07:06:22.658336, 1, 0, 0, 1/11019, 19.311/250.0, 40, 300
07:06:22.661352, 2, 0, 0, 1/11019, 3.104/250.0, 41, 300
07:06:22.664942, 3, 0, 0, 99/11016, 24.224/250.0, 48, 300
07:06:23.668420, 0, 69, 18, 8377/11019, 124.947/250.0, 67, 1845
07:06:23.671203, 1, 0, 0, 1/11019, 19.045/250.0, 40, 300
07:06:23.673864, 2, 0, 0, 1/11019, 3.291/250.0, 41, 300
07:06:23.676390, 3, 0, 0, 99/11016, 23.990000000000002/250.0, 48, 300
07:06:24.679897, 0, 70, 18, 8377/11019, 123.566/250.0, 66, 1845
07:06:24.683011, 1, 0, 0, 1/11019, 18.701/250.0, 40, 300
07:06:24.685969, 2, 0, 0, 1/11019, 2.972/250.0, 41, 300
07:06:24.688928, 3, 0, 0, 99/11016, 24.287/250.0, 48, 300
07:06:25.693996, 0, 69, 18, 8377/11019, 120.546/250.0, 66, 1845
07:06:25.696948, 1, 0, 0, 1/11019, 19.18/250.0, 40, 300
07:06:25.699939, 2, 0, 0, 1/11019, 2.882/250.0, 41, 300
07:06:25.702703, 3, 0, 0, 99/11016, 24.287/250.0, 48, 300
07:06:26.705282, 0, 70, 18, 8377/11019, 129.915/250.0, 66, 1845
07:06:26.707833, 1, 0, 0, 1/11019, 18.993000000000002/250.0, 40, 300
07:06:26.710815, 2, 0, 0, 1/11019, 2.369/250.0, 41, 300
07:06:26.713527, 3, 0, 0, 99/11016, 24.284/250.0, 48, 300
