Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
23:45:45.586461, 0, 32, 16, 8889/11019, 75.348/250.0, 54, 1350
23:45:45.592314, 1, 36, 20, 8889/11019, 69.694/250.0, 54, 1350
23:45:45.594408, 2, 2, 0, 8889/11019, 63.957/250.0, 63, 1350
23:45:45.596968, 3, 0, 0, 99/11016, 25.033/250.0, 51, 300
23:45:46.600394, 0, 31, 16, 8889/11019, 75.171/250.0, 54, 1350
23:45:46.603120, 1, 34, 21, 8889/11019, 81.256/250.0, 54, 1350
23:45:46.605934, 2, 0, 0, 8889/11019, 63.706/250.0, 63, 1350
23:45:46.608533, 3, 0, 0, 99/11016, 24.764/250.0, 51, 300
23:45:47.612083, 0, 33, 17, 8889/11019, 73.828/250.0, 54, 1350
23:45:47.614649, 1, 33, 19, 8889/11019, 69.937/250.0, 54, 1350
23:45:47.616984, 2, 0, 0, 8889/11019, 63.773/250.0, 63, 1350
23:45:47.619789, 3, 0, 0, 99/11016, 25.148/250.0, 51, 300
23:45:48.623049, 0, 34, 17, 8889/11019, 77.242/250.0, 54, 1350
23:45:48.625175, 1, 34, 21, 8889/11019, 75.56/250.0, 54, 1350
23:45:48.627517, 2, 10, 6, 8889/11019, 145.489/250.0, 65, 1350
23:45:48.630345, 3, 0, 0, 99/11016, 24.863/250.0, 51, 300
23:45:49.633672, 0, 33, 17, 8889/11019, 88.384/250.0, 56, 1875
23:45:49.635845, 1, 33, 20, 8889/11019, 72.603/250.0, 54, 1350
23:45:49.638421, 2, 89, 59, 8889/11019, 249.916/250.0, 67, 1815
23:45:49.642277, 3, 0, 0, 99/11016, 24.772000000000002/250.0, 51, 300
23:45:50.645819, 0, 41, 22, 8889/11019, 119.971/250.0, 57, 1875
23:45:50.648304, 1, 32, 19, 8889/11019, 152.355/250.0, 56, 1860
23:45:50.650703, 2, 38, 23, 8889/11019, 124.994/250.0, 66, 1830
23:45:50.653523, 3, 0, 0, 99/11016, 25.019000000000002/250.0, 51, 300
23:45:51.656884, 0, 15, 9, 8889/11019, 162.351/250.0, 58, 1875
23:45:51.659064, 1, 37, 23, 8889/11019, 81.744/250.0, 55, 1860
23:45:51.661969, 2, 35, 21, 8889/11019, 123.933/250.0, 66, 1725
23:45:51.664984, 3, 0, 0, 99/11016, 24.587/250.0, 51, 300
23:45:52.668634, 0, 67, 36, 8889/11019, 89.089/250.0, 56, 1875
23:45:52.671338, 1, 16, 11, 8889/11019, 163.797/250.0, 57, 1860
23:45:52.673555, 2, 37, 23, 8889/11019, 118.43/250.0, 65, 1635
23:45:52.676423, 3, 0, 0, 99/11016, 25.047/250.0, 51, 300
23:45:53.679862, 0, 0, 0, 8889/11019, 60.95/250.0, 55, 1350
23:45:53.682032, 1, 65, 43, 8889/11019, 82.244/250.0, 56, 1860
23:45:53.686011, 2, 33, 20, 8889/11019, 93.386/250.0, 65, 1545
23:45:53.691769, 3, 0, 0, 99/11016, 24.857/250.0, 51, 300
23:45:54.695749, 0, 0, 0, 8889/11019, 61.262/250.0, 54, 1350
23:45:54.698087, 1, 3, 1, 8889/11019, 81.769/250.0, 55, 1860
23:45:54.701897, 2, 35, 21, 8889/11019, 84.08500000000001/250.0, 65, 1440
23:45:54.704591, 3, 0, 0, 99/11016, 24.821/250.0, 51, 300
23:45:55.708152, 0, 8, 0, 8889/11019, 61.095/250.0, 54, 1350
23:45:55.710399, 1, 0, 0, 8889/11019, 56.401/250.0, 54, 1350
23:45:55.712926, 2, 36, 21, 8889/11019, 81.226/250.0, 64, 1380
23:45:55.715662, 3, 0, 0, 99/11016, 24.863/250.0, 51, 300
23:45:56.719419, 0, 1, 0, 8889/11019, 65.354/250.0, 54, 1350
23:45:56.721583, 1, 6, 0, 8889/11019, 56.066/250.0, 54, 1350
23:45:56.723783, 2, 37, 21, 8889/11019, 79.976/250.0, 64, 1350
23:45:56.727514, 3, 0, 0, 99/11016, 25.143/250.0, 51, 300
23:45:57.732423, 0, 10, 6, 8889/11019, 73.898/250.0, 55, 1350
23:45:57.734653, 1, 1, 0, 8889/11019, 55.803000000000004/250.0, 54, 1350
23:45:57.737039, 2, 37, 21, 8889/11019, 79.77/250.0, 64, 1380
23:45:57.739824, 3, 0, 0, 99/11016, 25.537/250.0, 52, 300
23:45:58.750641, 0, 31, 16, 8889/11019, 81.008/250.0, 54, 1350
23:45:58.758505, 1, 4, 3, 8889/11019, 80.401/250.0, 54, 1350
23:45:58.766424, 2, 36, 21, 8889/11019, 91.767/250.0, 64, 1380
23:45:58.769206, 3, 0, 0, 99/11016, 25.091/250.0, 51, 300
23:45:59.777711, 0, 33, 17, 8889/11019, 82.626/250.0, 55, 1350
23:45:59.784550, 1, 33, 20, 8889/11019, 70.264/250.0, 54, 1350
23:45:59.791503, 2, 36, 21, 8889/11019, 80.391/250.0, 64, 1350
23:45:59.797099, 3, 0, 0, 99/11016, 24.843/250.0, 51, 300
23:46:00.805251, 0, 33, 17, 8889/11019, 75.374/250.0, 55, 1350
23:46:00.811189, 1, 32, 19, 8889/11019, 76.956/250.0, 54, 1350
23:46:00.815271, 2, 38, 22, 8889/11019, 81.819/250.0, 64, 1350
23:46:00.820238, 3, 0, 0, 99/11016, 24.914/250.0, 51, 300
23:46:01.826291, 0, 33, 17, 8889/11019, 73.816/250.0, 54, 1350
23:46:01.830419, 1, 34, 21, 8889/11019, 82.156/250.0, 54, 1350
23:46:01.834427, 2, 38, 21, 8889/11019, 94.027/250.0, 64, 1380
23:46:01.841264, 3, 0, 0, 99/11016, 25.115000000000002/250.0, 51, 300
23:46:02.849446, 0, 33, 17, 8889/11019, 81.509/250.0, 54, 1350
23:46:02.857431, 1, 32, 20, 8889/11019, 80.998/250.0, 54, 1350
23:46:02.861594, 2, 50, 30, 8889/11019, 175.691/250.0, 67, 1830
23:46:02.865053, 3, 0, 0, 99/11016, 25.087/250.0, 51, 300
23:46:03.873611, 0, 31, 16, 8889/11019, 73.656/250.0, 54, 1350
23:46:03.882464, 1, 34, 20, 8889/11019, 81.227/250.0, 54, 1350
23:46:03.887206, 2, 14, 8, 8889/11019, 96.175/250.0, 65, 1830
23:46:03.892054, 3, 0, 0, 99/11016, 25.095/250.0, 52, 300
23:46:04.899874, 0, 35, 18, 8889/11019, 73.499/250.0, 54, 1350
23:46:04.908334, 1, 35, 21, 8889/11019, 74.415/250.0, 54, 1350
23:46:04.912356, 2, 43, 27, 8889/11019, 173.616/250.0, 67, 1830
23:46:04.916896, 3, 0, 0, 99/11016, 24.962/250.0, 51, 300
23:46:05.921500, 0, 34, 17, 8889/11019, 78.47200000000001/250.0, 54, 1350
23:46:05.925520, 1, 35, 21, 8889/11019, 81.392/250.0, 54, 1425
23:46:05.931559, 2, 55, 33, 8889/11019, 97.233/250.0, 66, 1830
23:46:05.936714, 3, 0, 0, 99/11016, 25.071/250.0, 51, 300
23:46:06.941860, 0, 35, 18, 8889/11019, 83.544/250.0, 54, 1350
23:46:06.945903, 1, 35, 21, 8889/11019, 77.009/250.0, 54, 1425
23:46:06.949903, 2, 0, 0, 8889/11019, 97.054/250.0, 65, 1830
23:46:06.957912, 3, 0, 0, 99/11016, 24.863/250.0, 52, 300
23:46:07.965550, 0, 33, 17, 8889/11019, 71.182/250.0, 54, 1350
23:46:07.969663, 1, 34, 21, 8889/11019, 81.355/250.0, 54, 1470
23:46:07.973559, 2, 0, 0, 8889/11019, 64.485/250.0, 64, 1350
23:46:07.979014, 3, 0, 0, 99/11016, 24.749/250.0, 51, 300
23:46:08.984073, 0, 51, 27, 8889/11019, 169.485/250.0, 57, 1875
23:46:08.990569, 1, 35, 21, 8889/11019, 88.671/250.0, 54, 1470
23:46:08.994726, 2, 8, 0, 8889/11019, 64.394/250.0, 64, 1350
23:46:09.000046, 3, 0, 0, 99/11016, 24.883/250.0, 52, 300
23:46:10.004355, 0, 4, 2, 8889/11019, 89.395/250.0, 55, 1875
23:46:10.008516, 1, 35, 22, 8889/11019, 82.453/250.0, 55, 1380
23:46:10.012337, 2, 1, 0, 8889/11019, 64.408/250.0, 64, 1350
23:46:10.017451, 3, 0, 0, 99/11016, 24.817/250.0, 51, 300
23:46:11.022725, 0, 55, 30, 8889/11019, 161.153/250.0, 58, 1875
23:46:11.026690, 1, 44, 27, 8889/11019, 81.346/250.0, 55, 1860
23:46:11.034616, 2, 11, 7, 8889/11019, 81.496/250.0, 64, 1350
23:46:11.041866, 3, 0, 0, 99/11016, 24.807000000000002/250.0, 52, 300
23:46:12.046626, 0, 25, 13, 8889/11019, 88.682/250.0, 56, 1875
23:46:12.050588, 1, 16, 10, 8889/11019, 170.201/250.0, 57, 1860
23:46:12.054514, 2, 37, 21, 8889/11019, 80.345/250.0, 64, 1350
23:46:12.059152, 3, 0, 0, 99/11016, 25.119/250.0, 52, 300
23:46:13.065870, 0, 0, 0, 8889/11019, 84.569/250.0, 55, 1350
23:46:13.069683, 1, 44, 30, 8889/11019, 81.194/250.0, 56, 1860
23:46:13.074029, 2, 37, 21, 8889/11019, 87.517/250.0, 64, 1350
23:46:13.078842, 3, 0, 0, 99/11016, 25.115000000000002/250.0, 51, 300
23:46:14.083414, 0, 7, 0, 8889/11019, 61.333/250.0, 54, 1350
23:46:14.087200, 1, 37, 24, 8889/11019, 81.246/250.0, 55, 1860
23:46:14.090983, 2, 37, 22, 8889/11019, 83.595/250.0, 64, 1350
23:46:14.095861, 3, 0, 0, 99/11016, 25.240000000000002/250.0, 52, 300
23:46:15.100693, 0, 2, 0, 8889/11019, 61.141/250.0, 54, 1350
23:46:15.104428, 1, 0, 0, 8889/11019, 56.081/250.0, 54, 1350
23:46:15.108259, 2, 35, 20, 8889/11019, 82.529/250.0, 64, 1350
23:46:15.114921, 3, 0, 0, 99/11016, 25.348/250.0, 51, 300
23:46:16.119885, 0, 0, 0, 8889/11019, 61.237/250.0, 54, 1350
23:46:16.124020, 1, 1, 0, 8889/11019, 56.853/250.0, 54, 1350
23:46:16.136666, 2, 35, 20, 8889/11019, 79.18900000000001/250.0, 64, 1350
23:46:16.145332, 3, 0, 0, 99/11016, 25.418/250.0, 51, 300
23:46:17.150957, 0, 0, 0, 8889/11019, 61.079/250.0, 54, 1350
23:46:17.155005, 1, 6, 0, 8889/11019, 56.682/250.0, 54, 1350
23:46:17.163416, 2, 35, 20, 8889/11019, 79.262/250.0, 64, 1350
23:46:17.170275, 3, 0, 0, 99/11016, 24.989/250.0, 51, 300
23:46:18.175536, 0, 13, 8, 8889/11019, 231.351/250.0, 59, 1830
23:46:18.181431, 1, 0, 0, 8889/11019, 55.218/250.0, 54, 1350
23:46:18.190060, 2, 36, 21, 8889/11019, 82.074/250.0, 64, 1350
23:46:18.197326, 3, 0, 0, 99/11016, 24.688/250.0, 52, 300
23:46:19.204265, 0, 87, 57, 8889/11019, 121.956/250.0, 58, 1875
23:46:19.216731, 1, 0, 0, 8889/11019, 159.281/250.0, 57, 1845
23:46:19.223398, 2, 37, 21, 8889/11019, 93.60300000000001/250.0, 64, 1350
23:46:19.231349, 3, 0, 0, 99/11016, 24.44/250.0, 52, 300
23:46:20.234797, 0, 33, 18, 8889/11019, 129.532/250.0, 57, 1875
23:46:20.240853, 1, 30, 18, 8889/11019, 142.866/250.0, 57, 1860
23:46:20.248226, 2, 38, 22, 8889/11019, 91.656/250.0, 64, 1380
23:46:20.255061, 3, 0, 0, 99/11016, 24.925/250.0, 51, 300
23:46:21.259195, 0, 32, 17, 8889/11019, 102.116/250.0, 57, 1680
23:46:21.261543, 1, 78, 52, 8889/11019, 132.011/250.0, 57, 1860
23:46:21.264081, 2, 37, 21, 8889/11019, 84.123/250.0, 64, 1380
23:46:21.283688, 3, 0, 0, 99/11016, 24.851/250.0, 51, 300
23:46:22.287109, 0, 32, 17, 8889/11019, 94.27/250.0, 56, 1530
23:46:22.291245, 1, 33, 21, 8889/11019, 102.095/250.0, 56, 1635
23:46:22.293532, 2, 36, 21, 8889/11019, 91.47/250.0, 64, 1350
23:46:22.296108, 3, 0, 0, 99/11016, 24.976/250.0, 51, 300
23:46:23.299303, 0, 33, 17, 8889/11019, 76.547/250.0, 56, 1410
23:46:23.301595, 1, 33, 21, 8889/11019, 91.559/250.0, 55, 1515
23:46:23.307075, 2, 39, 22, 8889/11019, 107.522/250.0, 64, 1350
23:46:23.309828, 3, 0, 0, 99/11016, 24.833000000000002/250.0, 52, 300
23:46:24.316309, 0, 33, 17, 8889/11019, 78.59400000000001/250.0, 55, 1350
23:46:24.318498, 1, 34, 21, 8889/11019, 86.375/250.0, 56, 1440
23:46:24.320885, 2, 54, 32, 8889/11019, 94.179/250.0, 64, 1830
23:46:24.323845, 3, 0, 0, 99/11016, 25.193/250.0, 52, 300
23:46:25.327490, 0, 35, 18, 8889/11019, 82.32300000000001/250.0, 56, 1350
23:46:25.333152, 1, 36, 22, 8889/11019, 70.519/250.0, 55, 1365
23:46:25.336999, 2, 2, 2, 8889/11019, 177.044/250.0, 66, 1830
23:46:25.339670, 3, 0, 0, 99/11016, 24.891000000000002/250.0, 52, 300
23:46:26.343289, 0, 34, 18, 8889/11019, 74.863/250.0, 55, 1350
23:46:26.345694, 1, 35, 21, 8889/11019, 79.715/250.0, 55, 1350
23:46:26.348113, 2, 56, 35, 8889/11019, 179.61/250.0, 67, 1830
23:46:26.350824, 3, 0, 0, 99/11016, 25.025000000000002/250.0, 52, 300
23:46:27.354374, 0, 32, 17, 8889/11019, 72.834/250.0, 55, 1350
23:46:27.356710, 1, 35, 21, 8889/11019, 80.908/250.0, 55, 1350
23:46:27.359297, 2, 37, 23, 8889/11019, 95.96000000000001/250.0, 65, 1830
23:46:27.362373, 3, 0, 0, 99/11016, 25.077/250.0, 52, 300
23:46:28.366134, 0, 34, 17, 8889/11019, 76.715/250.0, 55, 1350
23:46:28.368414, 1, 35, 22, 8889/11019, 85.601/250.0, 55, 1425
23:46:28.372469, 2, 0, 0, 8889/11019, 64.14/250.0, 64, 1350
23:46:28.375178, 3, 0, 0, 99/11016, 24.841/250.0, 52, 300
23:46:29.378644, 0, 35, 18, 8889/11019, 82.776/250.0, 55, 1350
23:46:29.381673, 1, 36, 22, 8889/11019, 88.456/250.0, 55, 1485
23:46:29.383826, 2, 2, 0, 8889/11019, 64.486/250.0, 64, 1350
23:46:29.386586, 3, 0, 0, 99/11016, 24.712/250.0, 52, 300
23:46:30.390023, 0, 36, 18, 8889/11019, 75.093/250.0, 55, 1350
23:46:30.392282, 1, 36, 22, 8889/11019, 90.307/250.0, 55, 1485
23:46:30.394357, 2, 7, 0, 8889/11019, 64.221/250.0, 63, 1350
23:46:30.397010, 3, 0, 0, 99/11016, 24.766000000000002/250.0, 52, 300
23:46:31.400260, 0, 50, 26, 8889/11019, 89.555/250.0, 56, 1875
23:46:31.402471, 1, 35, 22, 8889/11019, 77.709/250.0, 55, 1410
23:46:31.406892, 2, 0, 0, 8889/11019, 63.901/250.0, 63, 1350
23:46:31.409505, 3, 0, 0, 99/11016, 25.018/250.0, 52, 300
23:46:32.413524, 0, 4, 2, 8889/11019, 162.55100000000002/250.0, 59, 1875
23:46:32.420205, 1, 39, 25, 8889/11019, 81.715/250.0, 56, 1860
23:46:32.423577, 2, 0, 0, 8889/11019, 64.099/250.0, 63, 1350
23:46:32.426118, 3, 0, 0, 99/11016, 24.732/250.0, 52, 300
23:46:33.429630, 0, 69, 39, 8889/11019, 90.249/250.0, 57, 1875
23:46:33.431893, 1, 21, 14, 8889/11019, 175.16400000000002/250.0, 58, 1860
23:46:33.434621, 2, 0, 0, 8889/11019, 64.274/250.0, 63, 1350
23:46:33.437473, 3, 0, 0, 99/11016, 24.813/250.0, 52, 300
23:46:34.440962, 0, 8, 4, 8889/11019, 89.738/250.0, 57, 1875
23:46:34.444955, 1, 62, 41, 8889/11019, 82.781/250.0, 57, 1860
23:46:34.447404, 2, 20, 12, 8889/11019, 249.196/250.0, 68, 1770
23:46:34.450001, 3, 0, 0, 99/11016, 24.734/250.0, 52, 300
23:46:35.453412, 0, 0, 0, 8889/11019, 61.347/250.0, 55, 1350
23:46:35.455727, 1, 0, 0, 8889/11019, 81.549/250.0, 56, 1860
23:46:35.458132, 2, 84, 57, 8889/11019, 129.325/250.0, 67, 1830
23:46:35.461751, 3, 0, 0, 99/11016, 25.176000000000002/250.0, 52, 300
23:46:36.466855, 0, 9, 0, 8889/11019, 61.483000000000004/250.0, 55, 1350
23:46:36.468993, 1, 1, 0, 8889/11019, 56.677/250.0, 55, 1350
23:46:36.471202, 2, 40, 24, 8889/11019, 152.38/250.0, 66, 1830
23:46:36.473920, 3, 0, 0, 99/11016, 25.081/250.0, 52, 300
23:46:37.477194, 0, 0, 0, 8889/11019, 61.292/250.0, 55, 1350
23:46:37.479303, 1, 2, 0, 8889/11019, 56.727000000000004/250.0, 55, 1350
23:46:37.481542, 2, 37, 23, 8889/11019, 126.334/250.0, 66, 1725
23:46:37.484171, 3, 0, 0, 99/11016, 24.958000000000002/250.0, 52, 300
23:46:38.487177, 0, 23, 12, 8889/11019, 81.358/250.0, 55, 1350
23:46:38.489265, 1, 4, 0, 8889/11019, 55.779/250.0, 55, 1350
23:46:38.491834, 2, 36, 22, 8889/11019, 118.148/250.0, 67, 1830
23:46:38.494834, 3, 0, 0, 99/11016, 25.081/250.0, 52, 300
23:46:39.498267, 0, 29, 15, 8889/11019, 82.313/250.0, 55, 1350
23:46:39.500307, 1, 2, 1, 8889/11019, 56.012/250.0, 55, 1350
23:46:39.502780, 2, 38, 23, 8889/11019, 128.337/250.0, 67, 1830
23:46:39.505778, 3, 0, 0, 99/11016, 24.98/250.0, 52, 300
23:46:40.512605, 0, 30, 15, 8889/11019, 82.149/250.0, 55, 1350
23:46:40.515060, 1, 26, 16, 8889/11019, 74.808/250.0, 55, 1350
23:46:40.517948, 2, 37, 23, 8889/11019, 134.9/250.0, 67, 1785
23:46:40.520667, 3, 0, 0, 99/11016, 24.966/250.0, 52, 300
23:46:41.523364, 0, 31, 16, 8889/11019, 79.461/250.0, 55, 1350
23:46:41.525714, 1, 31, 18, 8889/11019, 69.682/250.0, 55, 1350
23:46:41.527896, 2, 40, 24, 8889/11019, 152.824/250.0, 68, 1830
23:46:41.530479, 3, 0, 0, 99/11016, 24.958000000000002/250.0, 52, 300
23:46:42.533900, 0, 31, 16, 8889/11019, 82.265/250.0, 55, 1350
23:46:42.536205, 1, 31, 19, 8889/11019, 71.042/250.0, 55, 1350
23:46:42.538385, 2, 40, 24, 8889/11019, 128.583/250.0, 67, 1830
23:46:42.541112, 3, 0, 0, 99/11016, 25.039/250.0, 52, 300
23:46:43.544518, 0, 31, 16, 8889/11019, 79.462/250.0, 55, 1350
23:46:43.547211, 1, 34, 21, 8889/11019, 79.901/250.0, 55, 1350
23:46:43.550180, 2, 40, 24, 8889/11019, 142.56300000000002/250.0, 68, 1830
23:46:43.552974, 3, 0, 0, 99/11016, 24.915/250.0, 52, 300
23:46:44.558646, 0, 33, 17, 8889/11019, 72.449/250.0, 55, 1350
23:46:44.561209, 1, 32, 19, 8889/11019, 80.06400000000001/250.0, 55, 1350
23:46:44.563560, 2, 39, 24, 8889/11019, 131.73/250.0, 68, 1830
23:46:44.566355, 3, 0, 0, 99/11016, 25.012/250.0, 52, 300
23:46:45.569850, 0, 32, 16, 8889/11019, 80.527/250.0, 55, 1350
23:46:45.573544, 1, 35, 21, 8889/11019, 80.351/250.0, 55, 1350
23:46:45.576090, 2, 39, 24, 8889/11019, 129.413/250.0, 68, 1830
23:46:45.578785, 3, 0, 0, 99/11016, 24.914/250.0, 52, 300
23:46:46.582331, 0, 31, 16, 8889/11019, 81.912/250.0, 55, 1350
23:46:46.584765, 1, 35, 21, 8889/11019, 73.143/250.0, 55, 1350
23:46:46.587309, 2, 39, 24, 8889/11019, 188.06900000000002/250.0, 69, 1830
23:46:46.590078, 3, 0, 0, 99/11016, 25.179000000000002/250.0, 52, 300
23:46:47.593943, 0, 31, 16, 8889/11019, 83.18900000000001/250.0, 55, 1350
23:46:47.596965, 1, 34, 21, 8889/11019, 71.143/250.0, 55, 1350
23:46:47.599070, 2, 52, 31, 8889/11019, 97.391/250.0, 67, 1830
23:46:47.602729, 3, 0, 0, 99/11016, 24.92/250.0, 52, 300
23:46:48.606128, 0, 31, 16, 8889/11019, 74.804/250.0, 55, 1350
23:46:48.608597, 1, 34, 21, 8889/11019, 73.94500000000001/250.0, 55, 1380
23:46:48.610919, 2, 7, 4, 8889/11019, 184.124/250.0, 70, 1830
23:46:48.613700, 3, 0, 0, 99/11016, 24.887/250.0, 52, 300
23:46:49.617168, 0, 32, 17, 8889/11019, 74.753/250.0, 55, 1350
23:46:49.619423, 1, 36, 22, 8889/11019, 76.427/250.0, 54, 1410
23:46:49.621452, 2, 66, 41, 8889/11019, 98.644/250.0, 68, 1830
23:46:49.624244, 3, 0, 0, 99/11016, 24.986/250.0, 52, 300
23:46:50.627417, 0, 39, 20, 8889/11019, 98.407/250.0, 56, 1875
23:46:50.629520, 1, 36, 22, 8889/11019, 85.77/250.0, 54, 1410
23:46:50.632301, 2, 25, 15, 8889/11019, 98.759/250.0, 68, 1830
23:46:50.635105, 3, 0, 0, 99/11016, 25.292/250.0, 52, 300
23:46:51.642343, 0, 24, 13, 8889/11019, 96.96900000000001/250.0, 57, 1875
23:46:51.645023, 1, 33, 21, 8889/11019, 73.19200000000001/250.0, 55, 1350
23:46:51.647302, 2, 0, 0, 8889/11019, 64.997/250.0, 66, 1350
23:46:51.650940, 3, 0, 0, 99/11016, 25.111/250.0, 52, 300
23:46:52.655221, 0, 36, 19, 8889/11019, 171.453/250.0, 59, 1875
23:46:52.657506, 1, 42, 27, 8889/11019, 81.559/250.0, 55, 1860
23:46:52.659765, 2, 3, 0, 8889/11019, 65.424/250.0, 66, 1350
23:46:52.662513, 3, 0, 0, 99/11016, 24.782/250.0, 52, 300
23:46:53.667817, 0, 44, 25, 8889/11019, 90.133/250.0, 57, 1875
23:46:53.670076, 1, 15, 10, 8889/11019, 162.053/250.0, 58, 1860
23:46:53.672159, 2, 6, 0, 8889/11019, 65.312/250.0, 66, 1350
23:46:53.674628, 3, 0, 0, 99/11016, 24.734/250.0, 52, 300
23:46:54.677993, 0, 0, 0, 8889/11019, 90.848/250.0, 56, 1350
23:46:54.680132, 1, 66, 43, 8889/11019, 81.584/250.0, 56, 1860
23:46:54.682936, 2, 2, 1, 8889/11019, 91.242/250.0, 67, 1410
23:46:54.685661, 3, 0, 0, 99/11016, 24.982/250.0, 52, 300
23:46:55.688842, 0, 0, 0, 8889/11019, 61.403/250.0, 55, 1350
23:46:55.690940, 1, 0, 0, 8889/11019, 81.259/250.0, 56, 1860
23:46:55.693184, 2, 36, 21, 8889/11019, 85.196/250.0, 66, 1410
23:46:55.695837, 3, 0, 0, 99/11016, 25.03/250.0, 52, 300
23:46:56.699504, 0, 9, 0, 8889/11019, 61.144/250.0, 55, 1350
23:46:56.701977, 1, 0, 0, 8889/11019, 57.034/250.0, 55, 1350
23:46:56.709743, 2, 34, 20, 8889/11019, 85.101/250.0, 66, 1350
23:46:56.713455, 3, 0, 0, 99/11016, 25.166/250.0, 52, 300
23:46:57.716788, 0, 0, 0, 8889/11019, 61.317/250.0, 55, 1350
23:46:57.719032, 1, 7, 0, 8889/11019, 56.202/250.0, 54, 1350
23:46:57.722406, 2, 36, 21, 8889/11019, 92.523/250.0, 66, 1350
23:46:57.725248, 3, 0, 0, 99/11016, 25.172/250.0, 52, 300
23:46:58.729791, 0, 0, 0, 8889/11019, 61.42/250.0, 54, 1350
23:46:58.731916, 1, 0, 0, 8889/11019, 55.981/250.0, 54, 1350
23:46:58.734081, 2, 35, 21, 8889/11019, 86.468/250.0, 66, 1350
23:46:58.737657, 3, 0, 0, 99/11016, 24.845/250.0, 52, 300
23:46:59.741313, 0, 26, 16, 8889/11019, 240.125/250.0, 61, 1830
23:46:59.743553, 1, 0, 0, 8889/11019, 54.973/250.0, 54, 1350
23:46:59.745855, 2, 37, 21, 8889/11019, 93.012/250.0, 66, 1410
23:46:59.748694, 3, 0, 0, 99/11016, 24.77/250.0, 52, 300
23:47:00.751395, 0, 80, 52, 8889/11019, 115.161/250.0, 58, 1875
23:47:00.753797, 1, 5, 3, 8889/11019, 245.566/250.0, 59, 1830
23:47:00.756304, 2, 36, 21, 8889/11019, 89.71600000000001/250.0, 66, 1380
23:47:00.758982, 3, 0, 0, 99/11016, 24.909/250.0, 52, 300
23:47:01.762378, 0, 30, 16, 8889/11019, 132.328/250.0, 58, 1875
23:47:01.764669, 1, 89, 59, 8889/11019, 137.913/250.0, 58, 1860
23:47:01.768747, 2, 37, 21, 8889/11019, 92.788/250.0, 66, 1350
23:47:01.771604, 3, 0, 0, 99/11016, 24.897000000000002/250.0, 52, 300
23:47:02.775175, 0, 32, 17, 8889/11019, 80.673/250.0, 57, 1485
23:47:02.777480, 1, 37, 24, 8889/11019, 118.557/250.0, 58, 1860
23:47:02.779829, 2, 36, 21, 8889/11019, 91.535/250.0, 66, 1350
23:47:02.782391, 3, 0, 0, 99/11016, 24.865000000000002/250.0, 52, 300
23:47:03.786100, 0, 34, 18, 8889/11019, 83.94200000000001/250.0, 56, 1380
23:47:03.788599, 1, 34, 22, 8889/11019, 105.636/250.0, 57, 1695
23:47:03.790903, 2, 35, 20, 8889/11019, 94.97800000000001/250.0, 66, 1350
23:47:03.794920, 3, 0, 0, 99/11016, 24.665/250.0, 52, 300
23:47:04.799778, 0, 33, 17, 8889/11019, 75.593/250.0, 56, 1395
23:47:04.802076, 1, 32, 21, 8889/11019, 81.548/250.0, 56, 1560
23:47:04.804324, 2, 38, 22, 8889/11019, 95.56700000000001/250.0, 65, 1350
23:47:04.806973, 3, 0, 0, 99/11016, 25.311/250.0, 52, 300
23:47:05.811004, 0, 34, 18, 8889/11019, 86.258/250.0, 56, 1395
23:47:05.813378, 1, 34, 21, 8889/11019, 85.19200000000001/250.0, 56, 1485
23:47:05.816176, 2, 36, 21, 8889/11019, 82.839/250.0, 65, 1350
23:47:05.819030, 3, 0, 0, 99/11016, 24.863/250.0, 52, 300
23:47:06.822747, 0, 33, 18, 8889/11019, 75.46300000000001/250.0, 56, 1350
23:47:06.825094, 1, 36, 22, 8889/11019, 86.765/250.0, 56, 1425
23:47:06.827591, 2, 38, 22, 8889/11019, 95.164/250.0, 65, 1350
23:47:06.830558, 3, 0, 0, 99/11016, 24.861/250.0, 52, 300
23:47:07.833939, 0, 35, 18, 8889/11019, 78.812/250.0, 56, 1350
23:47:07.836469, 1, 34, 21, 8889/11019, 82.763/250.0, 56, 1350
23:47:07.838595, 2, 44, 26, 8889/11019, 96.949/250.0, 66, 1830
23:47:07.841215, 3, 0, 0, 99/11016, 25.113/250.0, 52, 300
23:47:08.844641, 0, 34, 18, 8889/11019, 83.976/250.0, 56, 1350
23:47:08.849939, 1, 36, 22, 8889/11019, 75.846/250.0, 55, 1350
23:47:08.852557, 2, 26, 16, 8889/11019, 176.842/250.0, 68, 1830
23:47:08.855499, 3, 0, 0, 99/11016, 25.137/250.0, 52, 300
23:47:09.863963, 0, 34, 18, 8889/11019, 73.23/250.0, 56, 1350
23:47:09.866269, 1, 36, 22, 8889/11019, 81.31700000000001/250.0, 56, 1350
23:47:09.868715, 2, 27, 17, 8889/11019, 185.425/250.0, 69, 1830
23:47:09.871539, 3, 0, 0, 99/11016, 25.274/250.0, 52, 300
23:47:10.875360, 0, 35, 18, 8889/11019, 84.196/250.0, 56, 1350
23:47:10.880933, 1, 36, 21, 8889/11019, 72.758/250.0, 56, 1350
23:47:10.884978, 2, 67, 40, 8889/11019, 97.967/250.0, 67, 1830
