Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
13:27:39.643939, 3, 0, 0, 98/11016, 24.061/250.0, 46, 300
13:27:40.647304, 0, 64, 8, 8377/11019, 95.464/250.0, 47, 1890
13:27:40.649455, 1, 63, 12, 8377/11019, 101.141/250.0, 50, 1875
13:27:40.651983, 2, 62, 13, 8377/11019, 87.896/250.0, 53, 1860
13:27:40.654668, 3, 0, 0, 98/11016, 23.867/250.0, 46, 300
13:27:41.658108, 0, 47, 5, 8377/11019, 82.376/250.0, 47, 1890
13:27:41.660763, 1, 63, 12, 8377/11019, 101.046/250.0, 50, 1875
13:27:41.663007, 2, 39, 8, 8377/11019, 95.48/250.0, 53, 1860
13:27:41.665750, 3, 0, 0, 98/11016, 23.794/250.0, 46, 300
13:27:42.669632, 0, 2, 0, 8377/11019, 112.858/250.0, 48, 1890
13:27:42.672212, 1, 59, 14, 8377/11019, 100.672/250.0, 50, 1875
13:27:42.674846, 2, 7, 2, 8377/11019, 126.924/250.0, 54, 1860
13:27:42.680219, 3, 0, 0, 98/11016, 23.585/250.0, 46, 300
13:27:43.683823, 0, 68, 16, 8377/11019, 111.456/250.0, 49, 1890
13:27:43.686959, 1, 61, 11, 8377/11019, 100.881/250.0, 51, 1875
13:27:43.689598, 2, 63, 17, 8377/11019, 126.836/250.0, 54, 1860
13:27:43.692766, 3, 0, 0, 98/11016, 23.506/250.0, 46, 300
13:27:44.695356, 0, 68, 16, 8377/11019, 106.964/250.0, 49, 1890
13:27:44.697748, 1, 60, 12, 8377/11019, 100.807/250.0, 50, 1875
13:27:44.700319, 2, 63, 16, 8377/11019, 112.017/250.0, 55, 1860
13:27:44.703324, 3, 0, 0, 98/11016, 23.952/250.0, 46, 300
13:27:45.711451, 0, 67, 15, 8377/11019, 113.652/250.0, 49, 1890
13:27:45.715123, 1, 60, 11, 8377/11019, 100.89/250.0, 51, 1875
13:27:45.717767, 2, 63, 17, 8377/11019, 127.075/250.0, 54, 1860
13:27:45.720970, 3, 0, 0, 98/11016, 23.392/250.0, 46, 300
13:27:46.725272, 0, 67, 16, 8377/11019, 113.552/250.0, 49, 1890
13:27:46.728903, 1, 59, 11, 8377/11019, 101.113/250.0, 51, 1875
13:27:46.731427, 2, 63, 16, 8377/11019, 127.256/250.0, 55, 1860
13:27:46.734456, 3, 0, 0, 98/11016, 23.402/250.0, 46, 300
13:27:47.738757, 0, 67, 15, 8377/11019, 99.625/250.0, 49, 1890
13:27:47.741142, 1, 61, 12, 8377/11019, 93.232/250.0, 51, 1875
13:27:47.743438, 2, 62, 17, 8377/11019, 108.625/250.0, 56, 1860
13:27:47.747017, 3, 0, 0, 98/11016, 23.486/250.0, 46, 300
13:27:48.750742, 0, 67, 16, 8377/11019, 114.325/250.0, 49, 1890
13:27:48.753611, 1, 60, 11, 8377/11019, 101.001/250.0, 52, 1875
13:27:48.756449, 2, 63, 17, 8377/11019, 116.48/250.0, 56, 1860
13:27:48.759283, 3, 0, 0, 98/11016, 23.855/250.0, 46, 300
13:27:49.764698, 0, 67, 15, 8377/11019, 114.181/250.0, 49, 1890
13:27:49.767279, 1, 60, 11, 8377/11019, 101.433/250.0, 51, 1875
13:27:49.769713, 2, 64, 17, 8377/11019, 127.99300000000001/250.0, 56, 1860
13:27:49.772611, 3, 0, 0, 98/11016, 23.602/250.0, 46, 300
13:27:50.776403, 0, 68, 16, 8377/11019, 106.031/250.0, 50, 1890
13:27:50.778577, 1, 59, 11, 8377/11019, 101.352/250.0, 51, 1875
13:27:50.783840, 2, 64, 17, 8377/11019, 109.508/250.0, 55, 1860
13:27:50.787109, 3, 0, 0, 98/11016, 23.742/250.0, 46, 300
13:27:51.791614, 0, 67, 16, 8377/11019, 112.667/250.0, 50, 1890
13:27:51.795645, 1, 60, 11, 8377/11019, 101.32600000000001/250.0, 52, 1875
13:27:51.798307, 2, 62, 17, 8377/11019, 118.47200000000001/250.0, 56, 1860
13:27:51.801401, 3, 0, 0, 98/11016, 24.244/250.0, 46, 300
13:27:52.805107, 0, 69, 15, 8377/11019, 115.171/250.0, 50, 1890
13:27:52.807449, 1, 61, 12, 8377/11019, 101.36200000000001/250.0, 51, 1875
13:27:52.810336, 2, 63, 17, 8377/11019, 127.892/250.0, 56, 1860
13:27:52.813734, 3, 0, 0, 98/11016, 23.93/250.0, 46, 300
13:27:53.817562, 0, 70, 16, 8377/11019, 84.627/250.0, 50, 1890
13:27:53.821148, 1, 61, 12, 8377/11019, 101.69500000000001/250.0, 52, 1875
13:27:53.823616, 2, 64, 17, 8377/11019, 85.078/250.0, 56, 1860
13:27:53.826541, 3, 0, 0, 98/11016, 24.039/250.0, 46, 300
13:27:54.830573, 0, 41, 9, 8377/11019, 97.337/250.0, 50, 1890
13:27:54.833688, 1, 61, 12, 8377/11019, 101.696/250.0, 52, 1875
13:27:54.836215, 2, 40, 10, 8377/11019, 115.11800000000001/250.0, 57, 1860
13:27:54.839100, 3, 0, 0, 98/11016, 23.867/250.0, 46, 300
13:27:55.844107, 0, 57, 7, 8377/11019, 97.797/250.0, 50, 1890
13:27:55.846813, 1, 63, 12, 8377/11019, 101.782/250.0, 52, 1875
13:27:55.849250, 2, 57, 13, 8377/11019, 115.19500000000001/250.0, 56, 1860
13:27:55.852035, 3, 0, 0, 98/11016, 23.869/250.0, 46, 300
13:27:56.855097, 0, 64, 8, 8377/11019, 84.458/250.0, 50, 1890
13:27:56.857281, 1, 65, 14, 8377/11019, 107.872/250.0, 52, 1875
13:27:56.863395, 2, 63, 13, 8377/11019, 109.339/250.0, 58, 1860
13:27:56.866105, 3, 0, 0, 98/11016, 23.61/250.0, 46, 300
13:27:57.870088, 0, 34, 11, 8377/11019, 109.635/250.0, 51, 1875
13:27:57.872713, 1, 39, 8, 8377/11019, 91.843/250.0, 52, 1875
13:27:57.875150, 2, 32, 12, 8377/11019, 110.477/250.0, 58, 1845
13:27:57.877983, 3, 0, 0, 98/11016, 23.146/250.0, 46, 300
13:27:58.882076, 0, 69, 32, 8377/11019, 116.919/250.0, 52, 1875
13:27:58.886326, 1, 56, 6, 8377/11019, 92.011/250.0, 52, 1875
13:27:58.888857, 2, 66, 30, 8377/11019, 114.21000000000001/250.0, 58, 1845
13:27:58.892394, 3, 0, 0, 98/11016, 23.565/250.0, 46, 300
13:27:59.896137, 0, 71, 16, 8377/11019, 116.471/250.0, 51, 1875
