Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
05:15:34.977548, 1, 65, 18, 8377/11019, 122.799/250.0, 60, 1860
05:15:34.980624, 2, 62, 11, 8377/11019, 117.131/250.0, 65, 1830
05:15:34.982760, 3, 46, 6, 8474/11016, 100.94800000000001/250.0, 73, 1845
05:15:35.986599, 0, 62, 12, 8377/11019, 91.85900000000001/250.0, 60, 1860
05:15:35.989281, 1, 66, 19, 8377/11019, 138.626/250.0, 61, 1860
05:15:35.991570, 2, 60, 11, 8377/11019, 117.854/250.0, 65, 1830
05:15:35.993733, 3, 3, 0, 8474/11016, 100.544/250.0, 73, 1845
05:15:36.999969, 0, 32, 5, 8377/11019, 92.084/250.0, 60, 1860
05:15:37.002786, 1, 64, 20, 8377/11019, 134.757/250.0, 60, 1860
05:15:37.005327, 2, 62, 11, 8377/11019, 117.74000000000001/250.0, 65, 1830
05:15:37.009101, 3, 30, 8, 8474/11016, 130.55/250.0, 73, 1845
05:15:38.012754, 0, 1, 1, 8377/11019, 128.211/250.0, 61, 1860
05:15:38.015178, 1, 59, 19, 8377/11019, 133.745/250.0, 60, 1860
05:15:38.017869, 2, 63, 10, 8377/11019, 117.476/250.0, 66, 1830
05:15:38.020331, 3, 56, 14, 8474/11016, 126.849/250.0, 74, 1845
05:15:39.024038, 0, 54, 13, 8377/11019, 130.315/250.0, 61, 1860
05:15:39.026862, 1, 63, 18, 8377/11019, 132.25300000000001/250.0, 61, 1860
05:15:39.029254, 2, 60, 10, 8377/11019, 117.798/250.0, 66, 1830
05:15:39.032126, 3, 57, 14, 8474/11016, 130.841/250.0, 74, 1845
05:15:40.035569, 0, 63, 15, 8377/11019, 134.89600000000002/250.0, 62, 1860
05:15:40.038285, 1, 62, 17, 8377/11019, 121.845/250.0, 61, 1860
